X,Y
139.5594182,-29.8602714
139.5808837,-29.96587097
139.5852963,-29.93575028
139.3994022,-30.20444181
139.6291122,-29.82222955
139.5488453,-29.92630648
139.6178826,-29.8227804
139.5720272,-29.99670119
139.4066007,-30.11484545
139.6997196,-29.99499392
139.6831431,-30.00321952
139.5951398,-29.8462596
139.6081179,-29.99560045
139.4814397,-30.10036215
139.5993093,-29.83297779
139.63856,-29.83834904
139.6010228,-29.8663155
139.6197302,-29.89655627
139.2989207,-30.17876927
139.5425539,-29.93734398
139.5318363,-29.89031354
139.3959309,-30.17305154
139.4626251,-30.07623912
139.6370984,-29.81879368
139.5036946,-30.06822444
139.4548601,-30.17261382
139.3960961,-30.14866543
139.4838135,-30.15477516
139.6798516,-29.90588992
139.6445682,-29.95405608
139.3476375,-30.24724981
139.3874457,-30.23474481
139.4006285,-30.19567515
139.3521349,-30.25167779
139.6166703,-29.9427993
139.388957,-30.18135644
139.4769914,-30.06796809
139.6608169,-29.94278306
139.6857587,-29.94054769
139.6714769,-29.87446958
139.5512629,-29.93876347
139.5980418,-30.00915007
139.3070994,-30.18078026
139.2960198,-30.171234
139.3228218,-30.18746991
139.6910834,-29.94248423
139.3608577,-30.23312796
139.2868994,-30.12776714
139.3162348,-30.18376394
139.6092331,-29.88414532
139.5082875,-30.13551115
139.6280278,-30.04645984
139.5927607,-29.89441585
139.59792,-29.95352402
139.6841594,-29.89530818
139.4791495,-30.10554247
139.4770781,-30.10613656
139.541093,-30.08393577
139.439229,-30.08925173
139.518962,-30.07449255
139.6760131,-30.0173535
139.3369814,-30.16299639
139.5858552,-30.04464433
139.5774785,-30.02459675
139.6331159,-29.95821474
139.4291675,-30.18966931
139.6683696,-29.9257741
139.3555447,-30.22712563
139.5406991,-30.1059313
139.6137482,-29.95994739
139.4736512,-30.08657886
139.6747366,-29.97550368
139.5532633,-29.90877551
139.3558295,-30.18563449
139.3143597,-30.1792515
139.6795637,-29.93495037
139.6055267,-29.98844013
139.6526064,-29.87783551
139.5919653,-30.0453479
139.2811043,-30.1592214
139.6961338,-29.96257344
139.6603857,-30.02393462
139.5550596,-29.96884152
139.6394208,-29.84343423
139.65375,-29.92504421
139.4323182,-30.1159321
139.6365604,-30.01076021
139.7078204,-29.9821265
139.5960142,-30.0016437
139.2788334,-30.13922915
139.4829788,-30.15464944
139.4175975,-30.18489785
139.4900842,-30.12344336
139.5915871,-29.97422122
139.3030538,-30.15701192
139.4323084,-30.20039033
139.3595787,-30.18551829
139.59911,-30.03677843
139.452496,-30.15203216
139.5748882,-29.85663944
139.5228157,-30.0949541
139.6269258,-29.93028157
139.5879591,-29.96711334
139.5672353,-30.0575125
139.4550601,-30.11576716
139.6140069,-29.88697243
139.4931638,-30.11800849
139.4405924,-30.13648451
139.4610119,-30.09841684
139.5499537,-29.96964994
139.6768052,-30.00646604
139.5173879,-30.13116885
139.6961031,-29.9960124
139.6754004,-30.01601069
139.5531456,-29.95602468
139.6835777,-29.91777573
139.5567732,-29.94286936
139.6640756,-29.8720692
139.5761226,-30.0567538
139.5582924,-29.91969254
139.2769751,-30.16869498
139.4404003,-30.18515639
139.6051178,-30.05544962
139.4469711,-30.16295514
139.5731447,-29.85575017
139.4668833,-30.14000131
139.6973788,-29.91463218
139.6195539,-29.97459613
139.3693852,-30.22429495
139.5660676,-29.94232306
139.296311,-30.16473586
139.6493975,-30.01728898
139.3590347,-30.23400368
139.4140659,-30.16708613
139.4655997,-30.14825287
139.6027467,-29.96807996
139.6926727,-29.95562278
139.587585,-30.01212405
139.5058341,-30.14637362
139.5765667,-29.93743025
139.3131625,-30.20680853
139.62061,-30.00975102
139.2914614,-30.15905134
139.5429034,-29.96702637
139.5415417,-30.05949591
139.6137414,-29.82058735
139.3459549,-30.19653572
139.5805181,-29.90575058
139.5601543,-30.08379711
139.5474752,-30.0942522
139.6763306,-29.96523635
139.2786626,-30.17194908
139.587424,-29.91606843
139.6733832,-29.98236544
139.4798341,-30.1056337
139.3511628,-30.19588281
139.7065867,-29.94815928
139.5795266,-29.95223099
139.3341807,-30.17852121
139.5921388,-30.05504379
139.6069417,-29.83619741
139.6668429,-29.8695611
139.3792437,-30.1948177
139.4469873,-30.10302813
139.6541362,-29.93321704
139.4072863,-30.13000875
139.6353028,-29.8362402
139.6816151,-29.98704371
139.6638269,-29.95935217
139.6085355,-30.02272268
139.687678,-29.98967821
139.3429709,-30.21005023
139.6274692,-29.8943185
139.4073003,-30.13203299
139.6383441,-29.97991669
139.4689635,-30.08279403
139.6148881,-29.92907485
139.7005238,-29.90260767
139.6997597,-29.96046072
139.5719582,-29.85543795
139.2900362,-30.17309567
139.5772184,-29.94114648
139.6369808,-29.92362234
139.5248266,-30.04615845
139.5871598,-30.04309473
139.6590004,-30.0257695
139.6816862,-29.9557275
139.4727762,-30.14050967
139.5926068,-29.94332108
139.345288,-30.21897047
139.4093609,-30.1757009
139.5951092,-29.88389917
139.3610966,-30.22297202
139.5997486,-29.85254928
139.5260743,-30.09681228
139.6188381,-29.8606597
139.6604136,-29.89363095
139.4709666,-30.1308078
139.5838384,-29.98694497
139.3335675,-30.24274943
139.4615638,-30.10213658
139.5332251,-30.08377944
139.5541563,-30.10628846
139.5768162,-29.9852393
139.3044974,-30.15297126
139.3394615,-30.22554434
139.3947736,-30.15594378
139.3702304,-30.2485301
139.6575604,-30.00772497
139.5214143,-29.8978131
139.6908702,-29.98898495
139.329812,-30.20927284
139.4190396,-30.18703883
139.5787315,-29.86485353
139.7094107,-29.96008881
139.6456724,-29.96116538
139.3875429,-30.22305046
139.5570315,-29.95465859
139.3735144,-30.23994552
139.5580988,-29.96581467
139.6971411,-29.90114369
139.6335902,-29.87415384
139.2780163,-30.16756041
139.6507967,-30.01747835
139.3008032,-30.14751255
139.6940588,-29.89521789
139.7117763,-29.95216509
139.6905837,-29.95428425
139.6299388,-29.94181859
139.6865082,-29.96576477
139.5270681,-29.89241481
139.5607151,-30.08988336
139.5330318,-30.09538569
139.4532068,-30.12429735
139.4441035,-30.09668562
139.686745,-29.97291259
139.5910586,-29.8692045
139.3488624,-30.16196115
139.6565745,-30.00295446
139.349391,-30.16335068
139.6382431,-29.95784711
139.5580998,-29.88179034
139.3841313,-30.18467297
139.453629,-30.08962737
139.5923541,-29.87294975
139.539021,-30.10298317
139.6151769,-30.01418288
139.4584942,-30.1470036
139.2974952,-30.12510251
139.6365843,-30.0019683
139.6096211,-29.92559287
139.6958576,-29.92265742
139.5467282,-29.96836738
139.4237559,-30.20154297
139.3546659,-30.16005809
139.3422531,-30.1961212
139.383093,-30.14832012
139.2920373,-30.15991016
139.6925677,-29.96362993
139.5516868,-29.8930509
139.5502191,-29.95053096
139.4127357,-30.1661465
139.585755,-29.96993573
139.3095757,-30.19490191
139.372822,-30.24349828
139.4111965,-30.2154864
139.4223301,-30.1837923
139.5631209,-29.85376442
139.5870593,-30.05001974
139.6666527,-29.89219784
139.4633065,-30.16019565
139.327983,-30.20134976
139.5170243,-30.13957892
139.6704295,-29.89506008
139.4448645,-30.16981559
139.5683146,-30.05381086
139.558759,-29.87766196
139.4961034,-30.08673042
139.6105632,-30.04489143
139.5434078,-29.94648285
139.6105089,-29.959441
139.7038209,-29.95914812
139.4021218,-30.18813222
139.4687604,-30.12580979
139.5874804,-30.01667045
139.6703184,-29.88833743
139.2702392,-30.15770286
139.6282809,-29.82234238
139.472865,-30.1568436
139.4680621,-30.13662633
139.4602531,-30.06836301
139.4684999,-30.17144103
139.5132503,-30.0653737
139.342294,-30.24923212
139.4758621,-30.14947442
139.322757,-30.20806158
139.5782262,-29.92197349
139.5929547,-29.90101226
139.6258485,-30.03949981
139.5516649,-29.9658425
139.5669995,-30.06683695
139.3974512,-30.20613353
139.4182586,-30.11494778
139.5128358,-29.90133746
139.543011,-29.88627604
139.5929881,-29.88206454
139.4353818,-30.2011492
139.652459,-29.85077536
139.4348767,-30.11905605
139.5500722,-29.9538656
139.6323133,-29.89194407
139.3032186,-30.13155578
139.6822968,-29.99076683
139.6638246,-29.97105511
139.4780244,-30.09173122
139.6553254,-29.9480205
139.4359653,-30.08320504
139.6318878,-29.95289985
139.2922758,-30.15181477
139.4828916,-30.11261053
139.5928642,-29.94143844
139.4408974,-30.07163069
139.6343355,-29.96956435
139.6529218,-29.97004308
139.6382667,-29.87261271
139.7295958,-29.97541226
139.2764393,-30.15702692
139.5634303,-29.90611804
139.5627874,-30.03945065
139.5956155,-30.06063746
139.4109777,-30.11957602
139.3296954,-30.19902203
139.6635799,-29.88344743
139.4876031,-30.07234769
139.5461794,-30.06431277
139.4892261,-30.15937376
139.3660679,-30.24589626
139.5507426,-29.96412474
139.7227425,-29.96529144
139.482587,-30.08536895
139.6165195,-29.99680404
139.3328178,-30.20740075
139.6818002,-29.87751482
139.3837591,-30.16526221
139.6303805,-29.88897707
139.6279617,-29.87364015
139.6101043,-29.91927093
139.497936,-30.09316168
139.5344189,-30.11356335
139.6719328,-30.00372196
139.4972334,-30.06354345
139.3296285,-30.22958627
139.649237,-29.88951788
139.6097069,-29.92636552
139.6358094,-29.872035
139.7020801,-29.94169496
139.5731965,-30.04186835
139.4816171,-30.1274292
139.5825359,-29.84103928
139.620897,-29.83546697
139.4804904,-30.09187503
139.5407719,-30.04157892
139.6629756,-29.90712505
139.5565474,-29.95323964
139.2798572,-30.17281791
139.6618382,-29.89803992
139.6644733,-29.98573441
139.4542501,-30.08666585
139.4499504,-30.09467364
139.5472289,-29.87847401
139.6256955,-29.88329073
139.6758962,-29.91879823
139.4943706,-30.14067555
139.5320045,-30.05142678
139.5420363,-30.07176211
139.4371915,-30.10722389
139.5991293,-30.00567488
139.5024654,-30.14100289
139.4881304,-30.12563638
139.380313,-30.23891833
139.5928593,-29.91492619
139.6195178,-29.82237671
139.5833181,-29.99451328
139.5833403,-30.02188812
139.4856833,-30.07412582
139.58203,-29.95812945
139.6462549,-29.9523697
139.6658959,-30.00464673
139.2879912,-30.17658869
139.3619527,-30.2441319
139.5801008,-29.94180865
139.6063217,-29.99451414
139.4068948,-30.14170154
139.4005924,-30.1544141
139.3353409,-30.21572104
139.5648829,-29.98854774
139.681338,-29.99103531
139.5623862,-29.90635372
139.5563862,-30.05397662
139.5919574,-29.85112926
139.6970624,-29.91378014
139.3556439,-30.24557542
139.4482443,-30.09360803
139.5062733,-29.91050299
139.6488303,-30.02192726
139.5421735,-29.8999138
139.5207045,-29.90503406
139.6407698,-30.01632408
139.6504087,-29.92298209
139.6643626,-29.97275061
139.6964754,-29.92958894
139.3348187,-30.21373857
139.3869705,-30.20010646
139.605037,-30.06026567
139.4303022,-30.12075271
139.3292757,-30.16861019
139.5196157,-30.11255352
139.534684,-30.0623192
139.3455797,-30.21041178
139.5657086,-30.07667195
139.6122402,-29.82304288
139.4952067,-30.1450814
139.6505888,-29.97327178
